"","Alg12-18h","Alg12-20h","Alg12-22h","ARP6-18","ARP6-20","But18","But24","CHRA18","CHRA24","cin2-18","Cin2_16hrs","Cin2_18hrs","Cin2_20hrs","Cin2_22hrs","CIN8-18","CIN8-20","CLA4-18","CLA4-20","CLA4-22","CNB1","CTF4-16","CTF4-18","CTF4-20","CTF4-22","DEP1-18","DUN1-18","ESC1-18","Gas1","GAS1-42h","Gim3-18","GIM5-18","GIM5-20","GIM5-22","HOC1-18","KRE1-18","Leo18h","Leo24h","LGE1-19","MRC1-18","MT1448","MT1448sspH-24","MT1448sspH-45","MT1448sspH-48","MT2481","MT2481-24hours","MT2481-Camptothecin","MT2481-Cantharidin","MT2481-cyclosporine","MT2481-Fenbendazole","NUM1-18","Pac10-18","Peu18","POL32-18","PPH21","Ric1-27h","Rot2-18","SAP30-18","shm2-21","SLT2-18","SLT2-20","SLT2-22","Smi1","Swe1-18","TEP1","TOP1","WT-CAMP","WT-Ciclosporin","WT-Fen","YHR087W-18","Ypt6-27h"
"JPV 00053","0.187344","0.750017","0.0393412","-0.0547347","0.552173","-0.0595963","-0.4076","0.275686","0.0484892","0.20696","-0.230177","0.191634","-0.0613814","1.2902","-0.248359","-1.01305","0.0500862","0.498638","-0.298561","0.972837","0.48739","-0.112192","-0.152015","-0.869854","-0.122725","-0.125885","-0.0254437","0.00367613","-0.0869229","-0.519921","-0.42785","-0.393169","0.40823","-0.173576","-0.314129","0.147255","-0.200255","0.171078","-0.790408","0.385067","0.0204833","-0.0272331","0.00174375","0.287437","0.257651","0.438652","0.906939","0.902031","0.191792","0.0117862","-0.316874","-0.222887","-0.0284918","0.218378","-0.0131772","0.518687","-0.0901822","0.910841","0.0235759","0.729375","0.723799","0.18092","-0.65988","0.376832","-0.0822817","-0.0393722","-0.0169338","-0.267103","-0.00236451","0.818963"
"KM 00021","0.162913","1.23399","1.00839","-0.267167","0.351335","0.279965","-0.484679","0.483269","0.16671","0.0584557","-0.536149","0.0407608","-0.268022","-0.777136","0.654577","0.0958249","-0.261318","-1.25121","0.213426","-1.18538","0.951161","0.856807","0.629497","1.67241","0.0726717","-0.684155","0.169206","-0.43957","0.613783","-0.121742","-0.381691","0.143373","0.292532","-0.288202","0.524603","0.0266226","0.0914719","-0.289293","0.627559","-0.640913","-0.0263478","-0.0143546","-0.127765","-0.0278121","-1.06079","-0.91061","-0.649716","-0.82446","-0.588038","-0.0411153","0.476913","0.541767","-0.116413","0.776308","0.430314","-0.188124","0.555486","0.718018","1.08803","1.30063","0.829786","-1.13843","0.722519","-0.455345","0.00808092","0.415231","-0.330824","-0.178346","-0.496417","2.06152"
"KM 00062","-0.451201","0.370697","0.140911","-0.470267","-0.912609","0.604652","0.508262","1.34429","0.116459","0.278935","-0.39055","0.264824","-0.559059","-0.60478","-0.316437","-1.91278","-0.0823407","-0.170469","0.209527","-1.52549","1.69368","0.723668","0.0372214","1.13148","-0.320587","-1.31721","-1.33403","-0.414885","1.01455","0.559951","-0.551132","-0.610562","-2.24036","-0.0697317","-1.05856","0.856045","0.392239","-0.292006","-0.0734557","-1.1031","-0.0156326","-0.0440958","0.0491693","-0.0550086","-0.645932","0.219028","0.319781","-0.184427","-0.155966","0.113902","-0.899742","0.894389","-0.0135861","-0.350638","0.0511153","-1.01392","-0.50339","-2.30263","0.738759","-0.706967","-2.32593","-0.823589","-0.795785","-0.618013","0.840421","-0.26525","0.672456","0.107859","-0.81249","1.55952"
"KM 00141","-0.900962","-0.692439","-1.68059","-0.936028","-0.848183","0.022338","-2.08085","-0.11657","-1.2559","-0.515745","0.142445","-0.542294","-2.18557","-1.69733","-0.263931","-0.366347","-0.580502","-0.598646","-0.702787","-1.11011","-1.83472","-1.48739","-0.486319","-0.286759","-0.948034","-0.21388","-0.634556","0.184441","-2.62342","0.0812613","0.531767","-0.16302","-1.46496","0.0324479","-2.07907","0.222729","-0.666379","0.983859","-0.251075","-1.85702","-0.0542462","-0.0310985","-0.128926","-0.50499","-1.32255","-1.99598","-1.93627","-0.829197","-0.8901","-1.83284","-0.880187","-1.79765","-0.65957","-3.3294","-6.27979","-0.765759","-0.862081","-0.908191","-1.43306","-1.66176","-2.21534","-1.64134","-1.30995","-1.16123","-2.00322","-1.56937","-1.12415","-0.499407","-1.31997","-5.95329"
"KM 00241","-0.357739","-0.341086","-0.912375","1.06081","-0.247597","-0.0123182","-1.55137","-0.186932","-0.469553","-0.212454","0.105687","-0.233933","-0.966953","-0.346491","-0.568121","-0.353563","0.409734","0.496759","0.142159","-0.153723","-0.645059","-0.390126","0.00910712","-0.22163","0.936112","-0.369637","0.585406","-0.368382","-1.28995","-0.83674","0.838172","0.541968","-0.0399987","-0.201874","0.659717","0.654868","0.0997689","1.45197","-0.524524","-0.437602","0.00277375","-0.0525861","0.000389547","-0.392463","0.19893","0.159006","-0.0381418","0.551056","1.13786","0.0897386","-0.112116","-0.546883","0.133611","-0.669467","0.975983","0.661588","-0.634627","-0.141245","-0.102862","0.127646","0.274951","-0.0449293","-1.56358","-0.222664","-0.515578","-0.731142","0.339109","-0.307928","-0.239721","1.05516"
"KM 00359","-4.68545","-3.61672","-1.63858","-6.62004","-13.0807","-5.04082","-16.8575","-4.37902","-13.9951","-4.21103","-3.8081","-4.29211","-0.961433","-1.00237","-5.83976","-2.42332","-3.82832","-3.01454","-2.59267","-6.28593","-5.77811","-6.0963","-9.79666","-5.87834","-3.68084","-2.59636","-2.35527","-6.13066","-4.01183","-2.86076","-3.39506","-4.47164","-2.45139","-3.64928","-0.858764","-4.2808","-12.3091","-2.15939","-3.2878","-2.96745","-0.0177215","-0.0204337","-0.0102276","-8.27099","-0.525233","-19.1184","-2.09118","-2.82284","-7.28409","0.322115","-3.5201","-6.76879","-4.04897","-3.98373","-5.41094","-3.06028","-4.91956","-1.14478","-4.89943","-9.89226","-2.97823","-2.59161","-6.93072","-1.25458","-5.45457","-5.16814","-6.17048","-5.18776","-3.85349","-4.59512"
"KM 00420","-1.24548","-0.723656","-0.177353","-0.768086","0.312987","-2.5558","-5.57509","-1.02495","-1.20837","-0.820964","-0.762209","-0.852086","-0.0277006","0.104836","-0.0811249","-0.102875","-1.04339","-0.34576","-0.468994","0.799117","-0.426327","-0.174534","-0.0884192","-0.343139","-2.45181","-0.850954","-0.989063","-0.976996","0.518822","-0.379543","-1.10555","-1.17281","-0.223802","-1.13273","-2.20781","-1.66698","-1.64818","-4.53977","-1.35295","0.688782","0.0294649","0.10695","0.344163","-3.4504","-0.918701","-7.53238","-0.946815","-0.501818","-12.7508","-1.80374","-1.46698","-1.76169","-0.603961","-0.0340186","-1.18608","-1.3295","-2.59471","-1.78348","-1.04139","-0.585752","-0.233678","0.318134","0.235809","0.300314","0.219439","-0.342751","-0.705329","-0.818832","-0.40539","-0.687432"
"KM 00447","0.988914","1.16599","1.69751","0.0192947","-0.12382","0.793404","0.419988","0.869052","0.416406","0.0288315","-0.408604","0.0102155","0.500413","0.323618","-0.0116411","0.355618","0.732328","0.593847","0.0805156","-0.293962","0.0393302","0.272747","0.278543","0.508276","-1.1308","-0.792482","0.136993","-0.141492","1.58787","-0.625596","-0.963843","-0.628937","0.241585","1.06256","-0.00392478","0.406864","0.472138","-0.675897","0.310017","0.734473","-0.0228359","-0.0190949","0.0471483","0.154633","1.24295","0.333942","0.30441","0.157752","-0.118655","-0.881331","0.040503","0.789808","-0.646786","0.611255","0.650713","0.692567","-1.52258","0.641931","0.0956979","0.0770227","0.231437","0.0279643","-0.191926","0.28705","0.00239853","0.206799","0.442362","0.126782","0.00331251","1.30586"
"KM 00501","-0.113842","0.0981168","0.745623","-0.631183","0.409023","0.854744","0.476935","0.503659","0.347144","0.176559","-0.200325","0.159956","1.26872","0.756956","0.452653","0.170528","-0.100728","0.597741","0.608075","0.124321","0.710028","0.381498","0.111388","0.54582","0.244555","0.658131","1.06443","-0.740471","2.49331","0.843824","-0.149314","-0.315897","1.19388","0.803773","0.895208","0.185505","0.242174","0.406363","0.900055","0.800232","0.110236","0.105652","-0.0375999","-0.579657","0.64087","-1.13129","0.927781","1.47109","-1.90289","0.591813","0.92281","0.99304","0.334399","0.42516","-0.0437831","1.13578","0.304075","0.975108","-0.11801","0.386444","0.457633","0.843106","-0.169495","0.57169","0.744222","-0.0155328","0.16015","-0.0294729","0.576359","0.315691"
"KM 00650","0.300747","0.101642","0.660552","0.0650135","0.392651","1.16518","0.489319","1.19082","0.572274","0.268057","-0.286584","0.252645","0.765777","0.32957","-0.0566598","0.0031931","0.324189","-0.37403","-0.49078","-1.08252","1.03809","0.638295","-0.0190352","0.426842","0.222735","0.281118","-0.422459","-0.377851","2.41827","0.813805","-0.150645","0.339618","0.362573","-0.171898","0.116575","0.398412","0.276099","1.1639","1.05287","-0.334459","-0.00916616","-0.01297","-0.0951539","0.360342","-1.68105","0.180427","-0.020074","-0.445282","-0.470547","0.587554","0.48263","1.26302","1.09608","0.691114","0.207642","0.0311581","1.59852","0.186183","1.12597","-0.0858142","0.204792","-0.851642","0.653983","-0.645428","0.311892","0.092711","-0.439228","0.182557","0.609867","0.820223"
"KM 00736","0.388132","0.211204","0.879358","-0.736151","-0.490507","1.18248","0.954403","0.959402","0.179256","-0.090132","-0.65947","-0.110056","0.353043","-0.942128","-2.65624","-1.12827","-0.856396","-0.664515","-0.720609","-0.463501","1.61982","0.735224","-0.839869","-0.764426","0.563841","-0.150052","-0.291782","1.40943","3.4672","0.806063","-0.435523","-0.787685","-1.29144","0.40739","-0.0764353","0.19649","-0.529794","1.52395","1.01696","-1.10646","-0.0298705","-0.0101626","-0.00860511","0.48591","-2.12975","-0.112906","-0.440206","-0.851005","-0.12608","0.755681","0.470664","1.1545","1.78582","-1.09024","0.368877","-0.822726","1.51674","-0.733057","0.953031","-1.28866","-2.57643","-0.935368","-50.9466","-0.424298","-0.00287194","-0.553837","-0.187949","0.028448","0.545556","0.699608"
"KM 00885","-4.9658","-5.15794","-4.72385","-3.90658","-5.2841","-2.52642","-6.80767","-2.59154","-4.96661","-4.06955","-3.24385","-4.14714","-4.83947","-4.01438","-3.34624","-2.92336","-4.86018","-4.3559","-5.14125","-6.25626","-5.54359","-5.92877","-9.28515","-4.9156","-3.91416","-2.64695","-3.99899","-0.206136","-5.22601","-2.17043","-2.69833","-3.86459","-6.03494","-4.10294","-4.81399","-1.75641","-2.25589","-2.21297","-2.25567","-5.56455","-0.0488799","-0.104723","-0.0690966","-3.59301","-2.50422","-7.69199","-2.30713","-2.52105","-1.19747","-2.53817","-4.75986","-3.54145","-1.12066","-7.29888","-2.50556","-3.73486","-2.5983","-4.99157","-6.36477","-13.4087","-9.39924","-4.08191","1.11339","-4.30433","-5.28418","-4.32764","-3.96147","-3.85094","-4.51192","-2.6343"
"KM 01114","-0.720476","-0.57712","-1.21999","0.995933","-0.297914","0.979939","0.366084","1.45105","0.490778","-0.266374","0.152948","-0.288474","-1.28083","-0.672771","0.471223","-0.315947","-0.785232","-0.579199","0.129628","0.448681","-2.6943","-1.68589","0.512645","1.01403","0.137058","-0.0536948","-0.0108189","-1.70406","-1.5874","-0.173838","0.579016","0.457915","-0.346972","-1.88582","-0.0603867","1.54801","0.705111","2.53486","-0.0462285","-0.409673","-0.00607694","0.0352118","0.0404881","0.0938659","-1.30816","0.641584","0.506748","0.028346","0.927499","0.292132","-0.957243","-0.130332","-0.54205","-0.688158","-3.08141","-0.344186","-0.283848","-1.0349","-1.19846","-0.251076","-0.0735555","0.480301","-0.085436","-0.37452","-0.788334","-0.351817","-0.00385932","-0.190013","-2.04099","-2.06399"
"KM 01166","0.00777248","-0.0866721","-0.506446","0.758675","-0.1661","0.496674","-0.00348347","0.777143","0.31298","0.314314","0.423039","0.300626","-0.36829","0.178196","1.0484","0.809769","-0.215697","-0.776509","-0.246353","-0.480572","-0.762897","-0.423971","0.000659034","-0.415847","1.14425","0.311405","0.577655","0.137926","-0.0640395","-0.279754","0.663563","0.692417","0.14267","-0.195472","0.744178","0.856345","0.661689","-0.613826","0.279169","0.0280255","0.000872744","-0.0292537","0.0952295","-0.207794","1.69636","0.180564","-0.625606","0.352763","0.174771","-0.532456","0.111129","0.354733","-0.587807","-0.0396691","0.30971","0.303805","-1.00652","0.27629","0.0519063","0.23216","0.33166","-0.187648","-0.317036","-0.0788967","0.0741012","0.104863","0.30471","-0.066676","-0.068636","0.600508"
"KM 01280","-0.377389","-0.203237","0.075761","-0.0210626","0.325078","-0.127539","-0.502588","0.27394","0.0892206","-0.591017","-0.463084","-0.618665","0.37206","0.443937","0.611378","0.298109","-0.0121144","-0.120997","-0.359264","0.0100804","-1.29794","-0.956634","-0.000475358","0.412766","-0.707221","-0.677094","0.0908463","-1.62441","-0.0939558","-1.68056","-0.759978","-0.865566","0.844792","-0.244969","1.24147","0.141583","0.00253756","-1.23428","-2.1639","0.445903","0.0430651","0.0268165","0.253847","-0.121198","2.22014","0.319095","0.290853","0.100052","-0.0645164","-1.08171","-1.16218","-0.228085","-2.54152","1.18641","1.80708","0.148561","-1.3721","0.122423","-0.0489746","0.202434","0.0911497","0.547891","0.627551","0.0174867","-0.503361","-0.360224","-0.285833","-0.54673","-0.00372372","2.54044"
"KM 01381","0.431176","0.280629","0.509305","0.714695","0.285052","-0.986433","-0.673222","-0.592419","-0.288371","-0.0967537","-0.19249","-0.11716","0.517094","0.543229","-0.376548","0.89763","0.669176","0.0233511","-0.483583","0.0628105","0.0192488","0.50965","-0.232058","0.00567675","0.240255","0.622691","0.960467","0.419886","0.693921","0.075182","-0.37556","-0.103021","0.461476","1.07876","0.191943","-1.07611","-0.721948","-1.809","0.398407","0.453516","0.215722","0.113194","0.175537","-0.319879","1.78872","-0.980905","0.420636","0.48783","-13.3991","-0.940031","0.612754","-1.69391","0.498814","-0.219277","0.0186232","0.646625","-0.553043","0.74531","0.252978","0.484262","0.739581","0.124557","-1.04506","0.520012","0.395915","-0.0847661","-0.602296","0.0923831","-0.0694025","0.0719089"
"KM 01434","-0.878234","-0.310728","-0.0286787","-1.46979","-0.405052","-1.45109","-1.1229","-1.27937","-1.13937","-0.512504","-0.560599","-0.538032","0.0664384","-0.285899","0.216429","-0.389136","-1.10911","0.337044","-0.0860906","0.0583898","-1.13222","-1.3429","-0.489074","0.00406046","0.478827","0.479167","-0.132032","0.345902","0.975358","0.733446","-0.903344","-0.90936","-0.355211","-2.2118","-3.80808","-1.27857","-0.965024","-1.03408","0.0124043","-0.0012443","-0.0257994","-0.0397594","0.0387168","-0.529392","2.06818","-0.407037","0.174808","0.0582053","-0.156418","-0.394187","-0.0204734","-0.798708","2.43642","-0.481056","-1.3864","0.0539361","-0.296816","-0.443306","-2.29458","-2.42588","0.480058","0.123882","0.129446","0.295074","-0.750336","-0.31416","-0.612129","-0.211173","-0.887608","-2.39008"
"KM 01494","-0.677722","-0.383525","0.12342","-1.03916","0.285058","-0.846445","-0.596248","-0.672028","-0.608335","-0.800372","-1.25743","-0.831963","0.573483","0.176208","-0.14828","-0.242603","-0.140543","0.958794","0.357546","-0.491792","0.0889215","-0.153739","-0.879441","-0.96573","-0.375433","-0.135487","-0.633325","-1.31837","1.46391","-5.12429","-1.41997","-0.766017","-0.0189703","-0.0704414","-0.443573","-0.946965","-0.67401","-1.37124","-0.0152593","-0.396695","-0.0346849","-0.0309849","-0.0816295","-0.532012","0.217122","-0.721043","-0.532718","-1.01793","-0.190759","-0.666235","0.222064","-0.0321989","0.456017","-1.0044","-0.241811","-0.341608","0.243633","0.113025","-0.174942","-0.377647","-0.586917","-1.08501","0.670664","-0.686815","-0.511035","0.287987","-0.96382","-0.384052","0.3011","-0.212972"
"KM 01620","0.225101","0.178034","0.891863","-0.638978","-0.345201","0.56818","0.38522","0.521035","-0.06635","-0.334665","-1.24369","-0.359056","-0.089905","-1.08986","-1.79641","-0.699833","-0.763676","-0.51661","-0.406663","-0.861918","1.58769","0.727376","-0.884318","-0.688396","0.46877","0.0817407","-0.955778","-0.411005","2.87876","0.272627","-0.649623","-0.537672","-1.437","1.5778","-0.264909","0.18382","-0.283795","2.02075","0.698643","-0.731966","-0.0343203","-0.0531105","-0.150321","0.779011","-3.02705","-0.201477","-0.14894","-1.25447","-0.384125","0.99504","0.728168","0.966333","2.01836","-0.783749","0.168826","-0.918403","2.32305","-0.174933","0.829555","-1.45991","-2.69015","-0.662814","-1.17029","-0.671902","0.133423","-0.39916","0.0237661","0.0953347","1.14408","-0.0435128"
"KM 01751","-0.0585635","-0.0498127","-0.984572","0.778284","-0.500028","0.643472","0.246993","0.94202","-0.080346","-0.0152391","0.708865","-0.0345243","-1.59341","-0.65876","-0.654188","-0.501163","-0.52717","-0.79082","-0.0143185","-0.415133","-1.06032","-0.539035","0.671584","0.559112","-0.658299","0.240075","0.0671262","1.40745","-2.52724","-0.587997","0.724511","0.18633","-1.38692","1.21395","-0.507616","1.11967","0.473145","1.85983","0.352295","-1.34815","-0.0497883","-0.0589013","-0.0790526","0.0567505","-2.85056","-0.396478","-0.310065","-0.58928","-0.248054","0.171836","-0.140566","-0.0675351","-1.1468","-0.631123","-0.372499","-0.0545687","-2.7001","-0.187587","-0.677422","0.139108","-0.34068","-0.754452","-0.81418","-1.35466","-0.982992","-0.8279","0.302776","-0.106692","-0.931899","-0.347889"
"KM 01823","-0.0848582","-0.117483","-0.934009","0.678787","-0.0862958","-0.0888096","-0.259396","0.588388","0.0457688","-0.23351","0.22903","-0.255155","-1.03312","-0.502384","0.785906","-0.213096","0.171653","-0.660001","-0.0767892","0.392434","-1.02184","-0.242515","0.540432","0.189078","-0.343892","-0.784342","0.441295","0.246704","-1.45708","-0.0275556","0.885559","0.863909","0.0387175","0.421746","0.635016","0.706822","0.168738","1.31275","-0.428075","-0.0162543","0.00317026","-0.0438505","-0.160001","0.0475931","-1.47265","0.401026","-0.0444623","0.240547","0.238532","-1.73321","-0.366389","-0.20526","-0.987519","0.533624","0.00641565","-0.232038","0.0310857","0.655728","-0.279788","0.600903","0.578963","0.155067","1.02968","0.557492","0.0035821","-0.600171","0.248187","-0.313843","0.0144328","0.342725"
"KM 01880","0.823218","0.43869","0.14923","0.689539","0.54105","0.645132","0.655879","0.813037","0.456123","0.434676","0.476175","0.4232","0.511574","0.846666","2.29199","1.53369","0.544355","0.687555","0.303898","0.597085","-0.137399","0.245539","0.223127","0.114481","-5.38835","-0.419141","1.17453","0.195847","0.433772","0.155333","0.71064","0.991234","0.848453","0.624944","1.74388","0.707933","0.618287","-0.396769","-0.194473","0.504358","-0.00629481","0.100072","0.665835","0.398294","1.49901","0.514115","0.513409","0.823469","0.245629","-0.0750365","-0.363983","0.431427","-0.825459","0.101663","0.427435","1.0076","0.203232","0.752943","0.29657","0.717233","0.807459","0.134649","-0.867761","-0.00561566","0.0814489","0.674293","0.175894","0.277363","-0.335757","0.697157"
"KM 01966","-8.52273","-7.89692","-3.3413","-11.4571","-27.747","-6.58885","-27.518","-4.89537","-18.1605","-7.85237","-7.29761","-7.98727","-2.75764","-3.18867","-10.0413","-3.74467","-7.98574","-9.31056","-7.45995","-9.48822","-7.75527","-9.11746","-19.1193","-23.0817","-2.58494","-2.34943","-2.04244","-7.03098","-5.58671","-1.87369","-5.0719","-7.39316","-4.96402","-3.30325","-2.09264","-5.06263","-18.6974","-3.54987","-1.85666","-4.40524","-0.00668722","-0.0126958","-0.0520575","-13.9129","0.213623","-18.106","-3.73078","-27.937","-8.08285","-1.33416","-2.78298","-10.0328","-4.27737","-11.7912","-10.4696","-1.87424","-1.82046","-1.92961","-10.2408","-27.3438","-34.3686","-3.43274","-5.95125","-2.95893","-7.05774","-5.34836","-5.96722","-7.47467","-1.70151","-11.6367"
"KM 02039","1.77851","1.76727","1.64214","0.401172","0.715822","0.703272","0.686852","0.739055","0.600823","0.348991","-0.110297","0.335601","0.961516","0.777784","0.532357","1.23148","1.17223","-0.051624","0.184569","1.28362","0.726661","0.791514","-0.00627021","-0.0554815","0.344999","0.135986","0.533096","-0.675312","1.90509","0.0205513","0.161666","0.338296","0.88474","0.254662","0.6393","0.45161","0.668111","0.336231","0.881664","0.933489","0.0868036","0.0726066","-0.00841708","0.537202","2.199","0.7521","0.553814","0.823981","0.332021","-0.224844","0.394169","0.833806","0.323351","1.42634","0.531915","1.29191","-0.670199","0.880635","0.913094","0.53203","0.686611","0.680447","-3.14218","0.602051","0.879604","0.83861","0.19678","0.430813","0.586698","0.751024"
"KM 02190","-7.99725","-7.52898","-1.94294","-9.00769","-20.0563","-6.19934","-27.8199","-4.97615","-19.1958","-7.6457","-6.80252","-7.7778","-0.541454","-1.93071","-6.25871","-2.89021","-3.89325","-2.80713","-2.77458","-1.92231","-1.93167","-2.50115","-2.83793","-0.316829","-3.40882","-1.35177","-0.991109","-5.61296","-4.17486","-1.01508","-4.83001","-6.20208","-1.34671","-0.921257","-1.30593","-5.01778","-21.3523","-3.02698","-1.01273","-2.62422","0.000130009","-0.0267574","-0.0961387","-14.2888","-2.62565","-13.4167","-14.3011","-41.6096","-8.4973","-1.31584","-2.34455","-8.09789","-2.37388","-10.8342","-8.43374","-2.29961","-1.98298","-1.54604","-6.64834","-15.5606","-13.6205","-3.32742","-1.22188","-2.01712","-2.666","-7.70409","-7.72895","-6.27639","-2.17562","-7.01513"
"KM 02307","-0.844935","-1.06844","0.33212","-1.82518","0.223791","0.408862","0.605868","0.171766","0.159622","-0.624384","-2.79382","-0.656184","0.913118","0.477297","-0.302844","-0.225537","-0.49934","0.477009","0.118824","-0.80949","0.913915","0.373369","-0.221786","0.055974","-0.260198","-0.686985","-0.087587","-1.58638","1.46238","0.785104","-1.26215","-0.483132","0.490603","-0.232854","-0.836218","-0.544601","-0.36691","0.601453","0.789603","-0.630331","0.0130806","0.00762532","0.0189646","-1.63788","0.666016","-4.7798","-1.45793","-0.256443","-15.1282","-0.636958","0.515477","-0.274294","0.688282","-0.935349","-0.661124","0.886369","2.07092","0.131495","-0.465758","0.0101415","-0.0973107","-0.933162","-3.99269","0.0167485","-0.231341","0.105002","-0.88727","-1.19323","0.426377","-0.797245"
"KM 02470","-1.6286","-1.55195","0.463021","-3.31316","-2.71037","-2.89338","-5.03911","-3.8178","-10.1409","-1.12472","-1.13773","-1.16188","0.643399","-0.468905","-3.63218","-1.23816","-1.47978","0.143249","-0.149701","-0.580855","0.168436","-0.763063","-1.27187","-0.0660698","0.361324","0.833327","-0.569674","-0.345556","3.20553","-0.329351","-1.64774","-1.45849","-1.17278","-1.17706","-0.693521","-3.23002","-5.74391","1.063","0.322439","-0.379164","-0.0240552","-0.0636752","0.0597096","-2.69492","-3.16719","-6.59356","-0.681297","-1.31457","0.884474","1.06524","-0.291262","-2.62689","2.66761","-1.85525","0.144466","-0.83164","2.66051","-0.875437","-0.13667","-0.800669","-1.84569","-0.713925","-1.02617","-0.409151","-0.14655","-0.241598","-0.575903","-0.456685","0.0992499","-0.0109536"
"KM 02589","0.24142","0.359121","-2.0405","1.10582","-2.14284","1.34962","0.287014","1.73736","-0.110558","-0.137526","0.604832","-0.159586","-2.16475","-1.79635","-1.51287","-1.38609","-0.413022","-0.807196","-0.966444","-1.36279","-0.809326","-0.751126","0.210287","-0.16084","-2.06371","-0.562226","-3.64562","-0.496169","-3.49159","-0.0905253","1.31469","-0.461018","-1.6984","-1.46972","-4.04009","1.84601","0.39038","-1.84075","-1.42881","-1.50396","-0.0260367","0.049105","-0.0135431","0.0663489","-2.88638","-0.704799","-0.241882","-0.578069","-0.290597","-0.488493","-1.67524","0.148843","-0.239304","-1.3694","-1.88781","-1.47403","-3.6275","-2.91826","-0.9114","-0.431038","-1.18213","-1.83305","1.64735","-0.895649","-1.13688","-1.11326","0.0604809","0.29097","-3.23594","-3.51783"
"KM 02613","0.402741","-0.494943","-0.689387","0.87753","0.225778","0.595451","-0.0459073","1.14554","-0.122675","-0.360994","0.260563","-0.384545","-1.10783","-0.476862","0.517294","0.133562","0.14181","-0.335751","0.354614","0.699362","-0.411151","-0.0351729","0.281393","0.508128","-0.265136","0.528543","0.242335","0.714488","-1.38317","-0.420895","0.652766","0.424323","0.266603","0.234249","0.0544155","1.36531","-0.0482037","1.57974","-0.473739","0.127087","-0.0257179","-0.0475188","-0.0502566","0.0932667","-0.96952","0.57581","-0.00300742","0.0113628","0.172139","0.949072","0.618474","-0.129476","-0.922655","0.548668","0.581527","-0.135871","1.47936","-0.367441","0.136805","0.62071","0.428346","0.269681","-2.22781","0.154214","0.186441","-0.505974","0.577922","0.00621655","-0.14464","0.949356"
"KM 02686","1.02591","0.646259","0.205966","0.954746","0.49969","0.871424","0.236732","1.45411","0.46085","0.392387","0.440506","0.379917","0.654134","0.958654","-0.299551","0.799688","0.935724","-0.00650859","0.3684","0.178876","0.343301","0.385138","0.218553","0.241548","1.79557","0.00320156","0.889741","0.595687","1.20827","0.00323265","0.253659","0.627964","0.811913","0.305202","1.70422","1.42887","0.46008","-0.118007","-0.317716","0.660531","0.0443058","0.0820703","0.241784","0.712471","0.896733","0.667338","0.366872","0.86452","-0.0232932","-0.538631","0.535745","0.5101","-0.733086","1.93158","0.841421","0.749213","-0.311233","0.636187","0.878053","1.15831","1.76765","0.762931","1.22225","0.196829","0.765026","0.511558","0.255021","0.462144","0.148471","1.25243"
"KM 02750","-1.76797","-1.61762","-1.56787","-0.594961","-0.142018","-1.91235","-2.78335","-1.45835","-2.22859","-1.32554","-1.33177","-1.36378","-1.15465","-1.39666","-0.854553","-1.39699","-0.966744","-1.30656","-1.517","-0.508078","-2.65215","-3.02817","-2.17121","-0.401841","-0.547015","-1.37015","-1.59754","-1.75784","-1.403","-2.92263","-0.947652","-1.06342","-1.43218","-2.91528","-1.77908","-1.55525","-1.87683","-1.65027","-1.34321","-0.558385","-0.00238521","-0.00988819","-0.0388035","-2.58015","1.71381","-1.07514","0.288373","0.38278","-0.00540606","-1.2801","-2.26634","-2.23531","-2.11073","-0.717199","-3.45751","-1.77968","-1.8723","-1.55601","-2.29571","-2.47249","-0.697239","-1.24606","0.275772","-0.272816","-1.41419","-1.47082","-1.59105","-1.61265","-1.16639","-3.65516"
"KM 02856","0.945652","1.33712","0.887489","0.321339","0.37971","0.956383","0.371362","1.23817","0.25233","0.0864933","-0.247327","0.0669392","1.26362","0.707886","1.7198","1.26716","1.06346","0.191952","0.080752","0.585702","0.83816","0.991869","0.306437","-0.0811356","0.804647","-0.448266","0.741453","0.0644723","1.86625","0.221374","-0.115057","0.497441","1.33307","0.277032","0.877998","0.922321","0.175715","-0.464031","0.807371","0.921956","-0.0236761","-0.00541101","0.0611721","0.710887","1.22597","0.662394","0.399747","0.142199","-0.155962","-0.76263","0.134869","0.907865","0.358691","0.354269","0.835262","1.24226","-0.0720819","0.884846","1.12623","0.110682","-0.0464983","0.171223","-1.02559","0.472363","0.668675","0.839124","0.693272","0.806313","0.217358","0.990652"
"KM 03010","-0.786995","-0.17754","0.620388","-4.40448","-6.03691","-2.02832","-4.94729","-0.571909","-2.39544","-0.214994","-0.92633","-0.237045","0.927578","0.516776","0.251604","-0.154181","-0.157622","0.454653","0.30363","0.363256","-0.342442","-0.993005","-1.07574","-0.0631118","0.0664814","0.0324455","0.61829","1.5224","1.23251","0.827173","-0.906129","-1.16111","-0.191988","0.596242","-0.264957","-1.63901","-3.33935","0.122045","0.71161","0.611181","-0.0205068","-0.0321389","-0.12563","-6.01653","1.36427","-2.04737","-1.81539","-1.08596","-4.76999","-0.765531","0.444193","-3.00341","0.224472","-1.026","-1.35204","0.311002","0.321363","0.226341","-1.27135","-1.26497","-0.614481","0.56617","-1.29159","0.258034","-1.8781","-0.0895716","-0.655535","-0.188783","0.24266","-0.728825"
