"","BCK1_EDCT","BCK1_ED_FODCT","CLN2_EDCT","CLN2_ED_FODCT","FMP48_EDCT","FMP48_ED_FODCT","HOG1_EDCT","HOG1_ED_FODCT","IRE1_EDCT","IRE1_ED_FODCT","KSP1_EDCT","KSP1_ED_FODCT","MKK1_EDCT","MKK1_ED_FODCT","NNK1_EDCT","NNK1_ED_FODCT","NPR1_EDCT","NPR1_ED_FODCT","pdryCG196_EDCT","pdryCG196_ED_FODCT","pdryCG200_ED_FODCT","RIO1_EDCT","RIO2_EDCT","RIO2_ED_FODCT","Sc_hdip2uM_F12_9","Sc_hetdip2uM_S12_9","Sc_mata2uM_F12_9","Sc_mata2uM_S12_9","SLT2_EDCT","SLT2_ED_FODCT","TOR1_EDCT","TOR1_ED_FODCT","TOR2_EDCT","TOR2_ED_FODCT","WTScer1448_EDCT","WTScer1448_ED_FODCT","WTScer1450_ED_FICT","WT_het_dip_FO12_5","WT_mata_FO12_5"
"RF 00662","-6.09873","-6.58802","-24.6615","-6.81949","-7.86012","-12.041","-6.65407","-5.82981","-22.3813","-3.26129","-20.8566","-10.3092","-5.34353","-5.71868","-16.8125","-20.1859","-14.1076","-9.05661","-30.6989","-47.0828","-36.3362","-6.84385","-10.9319","-18.7144","-4.38057","-7.63785","-20.7337","-6.76729","-28.0991","-42.7148","-20.8965","-8.99635","-34.3146","-11.0531","-25.0656","-12.024","-29.1398","-9.47264","-4.37919"
"RF 00973","-6.05901","-6.54307","-24.1843","-6.72894","-7.87178","-12.041","-6.50565","-5.75167","-30.8548","-9.46335","-20.6128","-10.2994","-6.43101","-12.304","-16.7066","-19.1885","-14.0858","-9.05661","-30.4199","-47.0828","-35.9325","-7.40374","-10.8662","-18.5909","-3.16203","-15.7349","-5.59805","-9.84404","-27.9429","-42.9132","-20.8913","-8.99635","-35.9652","-21.2761","-24.7972","-11.7925","-29.0702","-9.42441","-4.34582"
"RF 01584","-0.46902","0.326988","-0.762634","0.273022","-0.306136","0.38678","-0.293025","-0.0558478","-2.74516","0.351193","0.749439","0.596984","-0.237481","0.605288","0.194211","0.827423","-0.746754","0.181309","-13.0637","-5.52206","-0.807472","0.119931","0.195555","0.466072","-0.6529","0.989661","0.0916652","0.946","-3.18412","-1.92868","-0.432502","0.315127","0.144335","0.395967","0.155505","0.620205","0.0922159","0.244734","0.246999"
"RF 01687","-5.91406","-6.20974","-24.5728","-6.72894","-7.88161","-11.7796","-6.44196","-5.50047","-30.6621","-9.42356","-20.7868","-9.82007","-6.36446","-11.6566","-13.9358","-1.97719","-14.1653","-9.05661","-30.2677","-46.7922","-35.5288","-6.47509","-8.97865","-4.93937","-1.19097","-0.596204","0.137029","-0.808187","-27.6357","-42.9132","-21.0694","-8.94658","-33.9505","-5.03448","-23.9669","-9.01853","-28.409","-9.3581","-4.34897"
"RF 01707","-1.16649","0.0748056","-3.47462","0.0411955","-1.16823","0.219931","-1.11138","-0.438158","-7.24965","0.0816893","-2.57299","0.190361","-1.0924","0.0694451","-2.11469","0.0446857","-2.58669","0.0867582","-10.3115","-3.19698","-2.22055","-0.780292","-0.920608","0.125607","0.342447","0.289313","-2.59271","-1.8624","-6.63017","-1.73034","-3.04714","0.265353","-2.49659","-0.0179327","-5.27436","-0.312104","-2.93539","0.228742","0.122282"
"RF 01744","-2.14014","0.0298619","-6.31382","-0.0493626","-1.24164","0.158819","-2.02373","-0.238614","-8.63577","0.0020946","-3.2227","0.127492","-1.8225","-0.219332","-2.61563","0.293577","-4.00332","0.230925","-29.7306","-45.9203","-35.9325","-1.36217","-1.5022","0.0625051","-0.186565","-2.36969","-16.3113","-6.54084","-21.3183","-9.47581","-3.57217","0.331614","-6.00988","0.120034","-5.38115","0.00739118","-4.04899","0.172319","0.147041"
"RF 01893","-2.15755","-0.132433","-7.40672","-0.259464","-1.29808","-0.163722","-2.95699","-0.672578","-8.66192","-0.230638","-2.7851","0.00175356","-1.57437","-0.37779","-2.54395","-0.204206","-3.55468","0.0394828","-21.0771","-9.30032","-1.21121","-1.14154","-1.5964","0.249172","-0.00274555","0.046521","-0.194679","-0.119658","-11.053","-1.92868","-2.91745","0.10779","-4.98252","0.258","-7.5277","-0.299016","-4.50139","0.238883","-0.0319276"
"RF 02175","-3.04327","-0.141173","-4.55278","-0.0276378","-3.51652","-0.0914542","-1.71281","-0.629314","-6.53352","0.0816893","-18.0658","-3.80489","-1.25206","-0.0191631","-11.6701","-0.770568","-8.7","-0.224043","-20.0237","-11.0441","-34.3176","-2.7448","-3.49908","0.372738","-0.479942","0.35615","-0.366119","-0.209757","-13.8536","-2.21251","-11.1923","0.157563","-8.79841","0.120034","-4.08197","0.160595","-6.97219","0.402174","0.185919"
"RF 02201","-1.00552","-0.0512854","-5.71647","-0.38987","-0.395316","-0.0080298","-1.41221","-0.724231","-4.21801","-0.114271","-1.05356","-0.206459","-0.931658","-0.526868","-0.953716","-0.168143","-1.6881","-0.0326008","-7.91522","-2.03444","-0.403736","-0.0735446","-0.282034","0.372738","0.229862","1.04885","-1.2073","-0.0964994","-1.94528","-2.69468","-0.249478","0","-0.624362","0.520447","-4.25709","-0.299016","-0.673384","0.267095","-0.0353422"
"RF 03548","-6.11348","-6.41698","-24.3351","-5.84874","-7.79382","-11.4905","-6.65113","-5.13362","-30.1999","-8.72839","-20.1311","-8.71208","-6.41133","-10.9248","-14.2265","-3.04134","-14.0045","-8.53189","-28.4197","-38.9451","-26.041","-7.13026","-10.5296","-4.04154","-1.32869","-8.68285","-12.3963","-11.0797","-27.8653","-42.431","-20.599","-8.25006","-35.0934","-7.44006","-23.8488","-3.76707","-28.4786","-7.86079","-3.62469"
"RF 03874","-6.11987","-6.49813","-23.6078","-5.17493","-7.64956","-9.05469","-6.54365","-5.34419","-30.1925","-8.72839","-20.0445","-8.82802","-6.22177","-10.9717","-15.5518","-8.26983","-13.4272","-4.60615","-29.823","-43.8859","-32.7026","-7.00129","-9.51092","-0.648658","-1.88253","-3.21071","-0.100233","-3.80757","-27.7602","-41.9488","-19.7283","-6.17763","-31.9959","-2.4339","-23.5719","-4.4486","-27.017","-6.63195","-3.66199"
"RF 04102","-3.73493","-0.412078","-12.6154","0.0122101","-3.14729","-0.6308","-3.63092","-1.24472","-14.1693","-0.347004","-8.05021","-0.163195","-2.10694","-0.457018","-3.62117","-1.23583","-6.61176","-0.46042","-28.0334","-40.9795","-34.1157","-2.74587","-3.15464","-2.04339","-4.08204","-0.264727","-2.64462","-0.499619","-10.7912","-4.62336","-10.2327","-0.704757","-10.9593","-2.25547","-14.8922","-0.677116","-7.98139","-1.25362","-0.21471"
"RF 04197","-1.2835","0.111009","-4.44687","-0.0385002","-0.583473","0.303356","-1.03712","-0.464645","-6.86904","-0.0744741","-1.92367","0.263033","-1.08777","-0.000404297","-2.31857","-1.34402","-2.49081","0.158842","-27.856","-41.2701","-31.6933","-0.903207","-1.25661","-0.214859","0.249667","0.0429757","-0.515522","-0.237134","-6.40413","-2.69468","-2.68473","0.10779","-4.57351","-0.266892","-6.06906","-0.233867","-3.84019","-0.061827","0.0652743"
"RF 04974","-0.673463","0.183417","-1.89826","0.334595","-0.460036","0.614741","-0.626952","-0.19535","-3.28823","0.700291","-0.700494","0.606787","-0.488505","0.665758","-2.12104","0.0807482","-1.52782","0.278201","-5.17729","-0.58127","-1.21121","-0.597588","-0.771923","0.839407","-0.317572","-1.49401","-1.1789","-1.73121","-2.29274","-1.04983","-0.195137","0.596967","-2.65838","1.04534","-4.22349","0.00411899","-2.44819","0.469259","0.13542"
"RF 05106","-3.17826","0.273304","-11.9502","0.182464","-2.55201","0.303356","-3.91656","-1.09815","-14.5012","0.274624","-9.38701","0.263033","-3.08051","0.437451","-3.73652","0.32964","-5.36007","0.158842","-30.5165","-47.0828","-36.3362","-2.39061","-3.17432","0.682972","0.462144","-0.533571","0.363135","-0.214291","-15.2444","-2.18001e-15","-8.03462","0.207337","-9.23578","0.533934","-12.9365","0.310526","-6.86779","0.463668","0.240369"
"RF 05142","-5.10936","-1.25727","-13.9232","-0.139921","-7.17041","-2.08782","-6.46464","-4.90891","-22.4071","-1.10921","-18.7612","-4.70636","-5.29915","-1.77478","-6.38298","-0.0256664","-11.4084","0.158842","-29.9552","-46.5016","-36.1344","-2.75708","-4.00772","-0.121525","0.0322083","-0.245387","-0.226744","-0.261323","-24.8424","-22.0362","-13.0869","0.0995466","-12.9217","-0.142412","-13.5622","0.00411899","-14.3846","0.3399","0.0988999"
"RF 05259","-4.6558","-0.23106","-14.241","-0.150783","-7.70559","-7.99881","-5.20261","-2.48525","-24.4138","-1.5898","-17.8508","-3.16876","-3.78078","0.288373","-6.03216","0.0807482","-12.3897","-2.76007","-26.1701","-27.6103","-22.4074","-4.11841","-5.97267","0.652739","-1.13538","0.434185","-0.644696","0.166365","-26.0083","-28.5335","-15.0196","0.207337","-18.103","0.395967","-11.8462","0.0823568","-19.2914","0.354201","-0.1856"
"RF 05375","-5.51691","-2.63176","-20.2948","-1.46931","-6.08489","0.303356","-5.78516","-2.79074","-26.2811","-2.50908","-14.2937","0.200164","-5.20126","-1.64545","-4.4917","0.187163","-11.5307","0.134034","-30.1686","-46.7922","-36.1344","-3.00954","-4.44466","-0.525092","-0.808554","0.486588","0.368843","0.849172","-26.0441","-28.814","-16.8114","-0.862633","-15.1848","-0.529338","-20.1244","0.310526","-9.40819","-2.06487","-1.7471"
"RH 00169","-3.76009","0.111009","-17.8223","-0.48403","-4.72621","-0.080298","-4.87434","-1.54889","-22.0202","-0.46337","-12.3079","-0.153393","-4.06764","-0.30794","-4.51334","-0.559512","-7.85071","-0.224043","-28.0656","-40.9795","-30.2802","-2.45871","-3.16867","-0.214859","-0.822931","1.27115","-0.377471","1.12613","-20.7089","-6.09724","-11.7906","-0.165807","-11.9085","-0.667305","-9.98058","-0.455491","-10.1738","-0.142563","-0.00493207"
"RH 00219","-5.93022","-6.46193","-24.018","-6.63838","-7.80207","-12.1967","-6.32976","-5.7168","-29.5693","-7.73905","-20.6823","-10.2994","-6.2861","-10.7893","-15.9242","-8.25565","-14.0846","-9.05661","-28.3467","-45.0484","-35.9325","-6.74614","-10.8673","-17.973","-1.93124","-5.73857","-8.04129","-5.11885","-26.9642","-42.0343","-20.7456","-9.05437","-33.0722","-10.5012","-24.8978","-11.6361","-28.4786","-9.3256","-4.33787"
"RH 00600","-0.610764","0.318248","-0.255792","0.555559","-0.606763","0.531316","-0.43866","-0.281879","-5.31947","0.351193","-0.856576","0.669656","-0.33535","0.526059","-0.514094","0.933838","-2.40652","0.447176","-28.7376","-45.9203","-36.1344","-0.362089","-0.693461","0.466072","0.952586","0.486005","-0.118103","-0.156683","-3.71213","-0.369316","-0.00564991","0.480934","-1.40752","0.782893","-3.49985","0.382219","-1.36938","0.209501","0.326271"
"RH 00774","-6.10361","-6.63296","-24.5776","-6.76878","-7.98333","-12.1855","-6.6357","-5.80332","-30.6507","-9.42356","-20.8801","-10.372","-6.43746","-12.2947","-17.01","-20.5773","-14.0701","-8.98452","-29.7161","-46.7922","-35.9325","-7.40481","-10.9012","-18.5909","-0.107126","-4.57177","-7.5672","-6.54197","-28.0993","-42.9132","-21.1509","-9.05437","-36.1176","-18.3653","-25.3833","-11.949","-28.8962","-9.39997","-4.36054"
"RH 00852","-6.15943","-6.66916","-24.0318","-6.59853","-7.84959","-12.0187","-6.32861","-5.59539","-30.5973","-9.42356","-20.6009","-10.2365","-6.42402","-12.304","-16.6678","-20.4005","-13.6435","-8.77061","-29.5579","-46.7922","-36.3362","-7.46069","-10.8411","-18.4975","-9.9652","-10.9009","-23.0366","-13.1488","-28.2074","-42.9132","-20.6848","-8.731","-36.1303","-21.4006","-24.7206","-11.5644","-28.8962","-9.37409","-4.36691"
"RH 00885","-1.28899","0.309508","-1.88586","0.403428","-1.91226","0.197619","0.0265249","0.0655565","-3.28091","0.583925","-4.55121","0.51451","-0.302165","0.744987","-5.92609","-0.0617289","-2.80455","0.253393","-25.0665","-27.029","-28.6653","-2.2406","-1.52847","0.339869","0.158514","-0.552207","0.595922","-0.196462","-7.72735","-0.765999","-6.55812","0.306883","-9.90175","-0.832245","-4.69867","0.695171","-8.95579","0.137477","0.271499"
"RH 00887","-2.27298","0.2371","-4.41261","0.0122101","-0.718791","0.314512","-1.19115","-0.316754","-4.97688","0.311395","-1.47056","0.471246","-1.00684","0.44683","-1.96368","0.578531","-2.08292","0.278201","0.165407","-0.58127","0","-0.862385","-1.34263","0.342506","0.137288","0.110645","0.362218","0.18825","-8.54567","-0.765999","-2.13809","0.43116","-3.79677","0.533934","-3.68026","0.310526","-4.15339","0.447157","0.181126"
"RH 00943","-1.61265","0.0922855","-1.35656","0.736675","-0.847695","0.637053","-1.44359","-0.0823344","-5.48721","0.737062","-1.42448","1.07628","-1.08937","0.45621","-1.06419","0.542469","-3.12332","0.61381","-29.5423","-46.7922","-36.1344","-0.683459","-0.817773","0.21894","0.797814","0.399918","1.213","0.462708","-6.80983","-2.01417","-1.18762","0.713001","-2.52116","0.395967","-4.54766","0.620205","-1.43898","0.217562","0.30243"
"RH 01015","-0.634278","0.264564","-1.05619","0.153478","-0.268878","0.397936","-0.600234","-0.133988","-2.5796","0.39099","-0.26163","0.596984","-0.232029","0.51668","-0.0902905","0.933838","-1.02111","0.253393","-4.88885","-6.10333","0","-0.166409","-0.119599","0.466072","0.522444","1.29646","1.33754","1.54671","-0.486438","-0.878853","-0.427047","0.422917","-0.880657","0.284974","-1.09561","0.310526","-0.151384","0.301157","0.255207"
"RH 01196","-1.36725","0.0298619","-3.1889","0.283884","-0.871965","0.231087","-1.80443","-0.394894","-6.64934","0.198055","-2.6178","0.243428","-1.1331","0.209144","-1.19312","0.293577","-3.48465","-0.00779265","-27.9765","-42.4327","-32.9045","-0.668719","-0.518527","0.0322729","0.0119105","0.878495","-0.346927","0.197096","-10.109","-0.567657","-2.06072","0.315127","-1.26491","0.38248","-4.85341","0.313798","-1.54338","0.299857","0.150655"
"RH 01287","-1.94007","-0.700464","-8.19048","-1.1252","-1.67989","-1.17015","-3.39808","-1.95637","-9.34772","-1.23813","-5.82631","-1.36346","-1.81635","-1.72887","-3.92905","-2.30175","-4.0167","-1.15411","-27.0623","-40.3982","-32.097","-0.788799","-1.28079","-0.214859","-0.343632","0.0806151","-2.21279","-1.08842","-8.73651","-5.5877","-4.20508","-0.762774","-4.111","-0.404859","-8.12676","-1.68112","-3.45739","-0.159334","-0.48595"
"RH 01407","-5.8118","-5.4894","-23.8735","-6.69995","-6.70097","-2.38173","-6.16397","-5.05812","-25.5013","-3.05322","-18.1987","-3.56388","-5.2588","-3.38131","-10.7994","-0.168143","-13.7788","-8.16914","-29.6244","-47.0828","-36.3362","-6.01841","-9.14219","-1.67005","-1.18416","-1.85142","-4.18958","-2.71231","-25.612","-30.8008","-19.5927","-6.26894","-29.8696","-2.07704","-24.0655","-11.0265","-24.8594","-9.10589","-4.05376"
"RH 01481","-5.94545","-6.38952","-23.2474","-5.69661","-7.63673","-7.19171","-6.26714","-5.56052","-29.9606","-9.11728","-20.3841","-9.2583","-6.11164","-9.98346","-14.0887","-1.55331","-13.506","-7.16231","-28.538","-46.2109","-34.3176","-6.80605","-10.1209","-1.33486","-0.303741","-0.667556","-2.1127","-1.43762","-28.0103","-42.9132","-19.9604","-7.29675","-32.9242","-0.542825","-22.8606","-3.90421","-27.0518","-4.02059","-3.35002"
"RH 01496","-1.97805","-0.285987","-7.13564","-0.542001","-1.90275","-0.547376","-3.16763","-1.62703","-9.99969","-0.693076","-6.1333","-0.748623","-1.93916","-0.904253","-3.39834","-0.808404","-4.15971","-0.579779","-29.6998","-47.0828","-36.3362","-1.40394","-2.15776","0.21894","-0.743663","0.137928","-1.17793","-0.031061","-10.6012","-3.17685","-5.19049","-0.273597","-6.24113","-0.0179327","-6.22101","-0.758626","-4.64059","0.0564812","-0.228628"
"RH 01697","-6.027","-6.66916","-23.8017","-6.81949","-8.00871","-12.269","-6.30291","-5.76006","-30.0847","-9.46335","-21.0429","-10.4447","-6.37216","-12.3739","-17.0042","-20.7197","-13.6434","-9.00933","-29.1566","-46.7922","-36.3362","-7.46945","-10.8908","-18.5909","-1.59393","-19.2965","-43.5584","-17.301","-27.8468","-42.9132","-21.1777","-9.11238","-36.5044","-21.663","-24.5166","-12.024","-29.1746","-9.44014","-4.37262"
"RH 01799","-0.742064","0.354451","-0.0295168","0.443276","-1.9535","0.603585","-1.38577","-0.489812","-6.69581","0.467559","-5.77067","0.596984","-1.4377","0.51668","-1.59087","0.933838","-1.61889","0.325476","-6.79355","-4.65016","1.81681","-1.31197","-1.86454","1.05631","-0.164365","0.503757","0.167095","0.310563","-6.64241","0.198342","-4.47719","0.315127","-5.85536","0.782893","-1.74077","0.848374","-3.80539","0.554805","0.341905"
"RH 01876","-5.88791","-6.66916","-23.0333","-6.77965","-7.91681","-12.1021","-6.21969","-5.80332","-30.2073","-9.50012","-18.26","-5.5757","-6.31629","-12.3833","-12.9627","-0.204206","-13.1768","-8.86516","-29.3003","-46.5016","-35.7306","-6.61445","-8.41232","0.622507","-5.18879","-18.2669","-36.8822","-16.9079","-25.8373","-41.836","-14.0487","0.0995466","-28.5134","-9.94934","-17.7678","-6.17013","-29.105","-5.05935","-4.38601"
"RH 01877","-5.59899","-6.46193","-21.6749","-6.64924","-7.65689","-11.8019","-5.79501","-5.63027","-29.6246","-9.50012","-20.4281","-10.1736","-6.27064","-12.304","-16.831","-20.5069","-13.4558","-8.91244","-28.602","-46.2109","-35.7306","-7.37571","-10.8099","-18.5909","-47.6809","-26.7496","-54.0879","-18.3552","-24.4551","-40.9845","-20.5171","-8.8968","-35.8476","-21.2761","-22.8666","-11.7176","-29.0006","-9.17219","-4.23266"
"RH 01881","-5.7726","-6.62422","-22.4854","-6.77965","-7.96573","-12.1133","-6.10185","-5.82981","-29.4759","-9.46335","-20.6708","-10.2365","-6.22852","-12.3739","-16.8071","-20.3644","-12.8121","-8.88997","-29.2112","-46.7922","-35.7306","-7.43682","-10.7021","-18.4975","-55.4538","-27.2882","-53.5304","-18.3422","-26.61","-42.9132","-20.8694","-8.94658","-35.7776","-21.2761","-22.4129","-11.7209","-29.0006","-9.37461","-4.34149"
"RH 02018","3.00864","0.0748056","12.6809","-0.360885","-0.306167","0.0753946","1.96249","-0.707453","7.20072","-0.0775001","-1.40818","-0.00804903","1.64619","-0.0796331","-1.30087","-0.310621","4.38027","0.0394828","-22.6065","-27.029","-29.8765","-0.322461","-0.549719","0.282042","-0.312346","0.303284","-1.03916","-0.574744","13.3379","-2.69468","-0.881776","0.0580168","-2.15372","0.133521","11.0499","-0.302288","-1.43898","0.0116276","-0.0568866"
"RJC 00213","-5.69312","-6.58802","-19.7013","-6.54782","-7.72433","-11.5516","-5.41633","-5.64704","-27.198","-8.72233","-19.4552","-9.73759","-6.14586","-12.3739","-14.874","-4.95857","-13.1652","-8.50475","-28.8102","-45.339","-35.5288","-7.34175","-10.6414","-9.34574","-2.46187","-0.398221","-1.97091","-0.572284","-25.9601","-42.9132","-19.8739","-8.50717","-35.6882","-12.5718","-22.7294","-11.4144","-27.191","-8.5085","-4.16396"
"RJC 00360","-3.44917","-0.168636","-15.8225","-2.40382","-5.61899","-0.413996","-4.71005","-2.95541","-23.3925","-2.68038","-16.6363","-0.854757","-4.7357","-2.00408","-6.40563","-0.950881","-8.48987","-0.127152","-28.9876","-45.6297","-36.1344","-3.50164","-5.56181","-0.245091","0.335023","0.317398","-0.383037","-0.0245634","-16.0995","-9.81438","-15.4994","-0.331614","-14.6714","-0.791785","-5.20489","-0.683661","-11.9486","-0.180135","-0.36624"
"RJC 00392","-5.63151","-6.55181","-21.9145","-6.7398","-7.90126","-12.041","-5.94612","-5.63866","-29.3109","-9.42356","-20.5199","-10.1736","-6.09197","-12.155","-16.9541","-20.6133","-12.6291","-8.88997","-28.3923","-46.2109","-35.7306","-7.3025","-10.6057","-18.4673","-82.2371","-28.1074","-55.8282","-19.1116","-26.1297","-42.5165","-20.4204","-8.83054","-35.7076","-21.4006","-23.37","-11.949","-28.409","-9.41245","-4.3608"
"RJC 00418","-4.88864","-2.37209","-18.2014","-3.34204","-6.29296","0.397936","-3.55858","-0.386505","-27.1833","-6.46856","-13.1629","0.722723","-5.53853","-5.47558","-13.2361","0.436054","-9.05567","0.206117","-27.521","-41.8514","-35.125","-5.34373","-6.93694","-0.121525","-0.732897","-4.64862","-0.70543","-4.82145","-23.1364","-32.8149","-19.6291","-6.65794","-24.8099","-0.280379","-19.0432","-2.06904","-21.4142","-0.599937","-3.26985"
"RJC 00507","0.838874","0.444339","10.6766","0.606269","-0.470497","0.770434","2.29934","0.135307","0.669042","0.507356","-0.58053","0.795394","0.315166","0.595909","-0.376133","0.791361","1.40551","0.589002","-21.5778","-22.3789","-29.8765","-0.0959093","-0.196641","0.746073","-0.704383","0.766994","0.603629","1.14587","-1.12042","-0.48217","-1.46115","0.480934","-1.0742","0.520447","8.65767","1.00158","-1.61298","0.312858","0.310576"
"RJC 00615","-5.86884","-6.50687","-23.206","-6.67823","-7.78263","-12.041","-6.3671","-5.68192","-29.6988","-9.42356","-20.4627","-10.1736","-6.41377","-12.3739","-16.6011","-20.0795","-13.5583","-8.93725","-28.8648","-46.2109","-35.7306","-7.38314","-10.7688","-18.374","-2.39448","-1.38005","-0.0207535","-1.0786","-26.53","-41.9488","-20.7016","-8.94658","-35.7086","-21.1381","-23.7063","-11.7209","-28.6874","-9.24279","-4.27062"
"RJC 00758","-5.97975","-6.58802","-24.2768","-6.8702","-7.92847","-12.041","-6.55869","-5.79494","-30.9102","-9.61649","-20.7359","-10.3092","-6.48555","-12.4531","-16.689","-20.4005","-13.5974","-9.00933","-29.9487","-47.3735","-36.3362","-7.37022","-10.743","-18.4673","-43.0569","-19.0823","-27.1816","-11.5143","-27.7612","-42.9132","-21.0852","-9.00459","-35.8145","-21.2761","-24.3064","-11.8741","-28.8962","-9.44014","-4.38076"
